Opening log at 2016-05-07 20:53:43.740342
[2016-05-07 22:03:31.989100] <172.16.103.57:59296>: Pressed h
[2016-05-07 22:03:31.989127] <172.16.103.57:59296>: Released h
[2016-05-07 22:03:32.016622] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:03:32.044817] <172.16.103.57:59296>: Released o
[2016-05-07 22:03:32.166670] <172.16.103.57:59296>: Pressed a
[2016-05-07 22:03:32.334185] <172.16.103.57:59296>: Pressed m
[2016-05-07 22:03:32.345303] <172.16.103.57:59296>: Released a
[2016-05-07 22:03:32.483418] <172.16.103.57:59296>: Released m
[2016-05-07 22:03:32.791780] <172.16.103.57:59296>: Pressed i
[2016-05-07 22:03:32.961451] <172.16.103.57:59296>: Released i
[2016-05-07 22:03:33.360184] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:03:33.511734] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:03:34.561295] <172.16.103.57:59296>: Pressed l
[2016-05-07 22:03:34.710762] <172.16.103.57:59296>: Released l
[2016-05-07 22:03:34.860056] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:03:34.962416] <172.16.103.57:59296>: Released o
[2016-05-07 22:03:35.107717] <172.16.103.57:59296>: Pressed l
[2016-05-07 22:03:35.236869] <172.16.103.57:59296>: Released l
[2016-05-07 22:03:35.475962] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:03:35.535983] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:03:40.458853] <172.16.103.57:59296>: Pressed s
[2016-05-07 22:03:40.611935] <172.16.103.57:59296>: Pressed u
[2016-05-07 22:03:41.489163] <172.16.103.57:59296>: Released s
[2016-05-07 22:03:41.489242] <172.16.103.57:59296>: Released u
[2016-05-07 22:03:41.489400] <172.16.103.57:59296>: Pressed d
[2016-05-07 22:03:41.489439] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:03:41.489468] <172.16.103.57:59296>: Released d
[2016-05-07 22:03:41.988196] <172.16.103.57:59296>: Released o
[2016-05-07 22:03:41.988274] <172.16.103.57:59296>: Pressed <Space>
[2016-05-07 22:03:41.988306] <172.16.103.57:59296>: Released <Space>
[2016-05-07 22:03:41.988333] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:03:41.988359] <172.16.103.57:59296>: Released r
[2016-05-07 22:03:41.988387] <172.16.103.57:59296>: Pressed m
[2016-05-07 22:03:42.018259] <172.16.103.57:59296>: Released m
[2016-05-07 22:03:42.154314] <172.16.103.57:59296>: Pressed <Space>
[2016-05-07 22:03:42.302433] <172.16.103.57:59296>: Released <Space>
[2016-05-07 22:03:43.063450] <172.16.103.57:59296>: Pressed -
[2016-05-07 22:03:43.212848] <172.16.103.57:59296>: Released -
[2016-05-07 22:03:43.521675] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:03:43.634860] <172.16.103.57:59296>: Released r
[2016-05-07 22:03:43.790818] <172.16.103.57:59296>: Pressed f
[2016-05-07 22:03:43.940367] <172.16.103.57:59296>: Released f
[2016-05-07 22:03:44.198837] <172.16.103.57:59296>: Pressed <Space>
[2016-05-07 22:03:44.352780] <172.16.103.57:59296>: Released <Space>
[2016-05-07 22:03:44.821107] <172.16.103.57:59296>: Pressed /
[2016-05-07 22:03:44.941613] <172.16.103.57:59296>: Released /
[2016-05-07 22:03:45.350309] <172.16.103.57:59296>: Pressed <Space>
[2016-05-07 22:03:45.447196] <172.16.103.57:59296>: Released <Space>
[2016-05-07 22:03:46.078851] <172.16.103.57:59296>: Pressed -
[2016-05-07 22:03:46.297829] <172.16.103.57:59296>: Released -
[2016-05-07 22:03:46.778208] <172.16.103.57:59296>: Pressed -
[2016-05-07 22:03:46.929271] <172.16.103.57:59296>: Pressed n
[2016-05-07 22:03:46.946781] <172.16.103.57:59296>: Released -
[2016-05-07 22:03:47.075777] <172.16.103.57:59296>: Released n
[2016-05-07 22:03:47.496540] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:03:47.667062] <172.16.103.57:59296>: Released o
[2016-05-07 22:03:47.709196] <172.16.103.57:59296>: Pressed -
[2016-05-07 22:03:47.894763] <172.16.103.57:59296>: Released -
[2016-05-07 22:03:47.913135] <172.16.103.57:59296>: Pressed p
[2016-05-07 22:03:48.062754] <172.16.103.57:59296>: Released p
[2016-05-07 22:03:48.342324] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:03:48.422340] <172.16.103.57:59296>: Released r
[2016-05-07 22:03:48.772485] <172.16.103.57:59296>: Pressed e
[2016-05-07 22:03:48.940908] <172.16.103.57:59296>: Released e
[2016-05-07 22:03:49.122243] <172.16.103.57:59296>: Pressed s
[2016-05-07 22:03:49.327173] <172.16.103.57:59296>: Released s
[2016-05-07 22:04:02.990976] <172.16.103.57:59296>: Pressed e
[2016-05-07 22:04:02.996968] <172.16.103.57:59296>: Released e
[2016-05-07 22:04:02.997041] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:04:02.997073] <172.16.103.57:59296>: Released r
[2016-05-07 22:04:02.997101] <172.16.103.57:59296>: Pressed v
[2016-05-07 22:04:02.997126] <172.16.103.57:59296>: Pressed e
[2016-05-07 22:04:03.047142] <172.16.103.57:59296>: Released v
[2016-05-07 22:04:03.053407] <172.16.103.57:59296>: Released e
[2016-05-07 22:04:03.073233] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:03.163052] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:04.294518] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:12.419027] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:12.748886] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:12.858421] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:12.920558] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:13.048645] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:13.108557] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:13.188547] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:13.261420] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:13.358595] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:13.449748] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:13.528709] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:13.588908] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:13.699133] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:13.800240] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:13.909138] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:14.824417] <172.16.103.57:59296>: Pressed e
[2016-05-07 22:04:14.989813] <172.16.103.57:59296>: Released e
[2016-05-07 22:04:16.020038] <172.16.103.57:59296>: Pressed -
[2016-05-07 22:04:16.987762] <172.16.103.57:59296>: Released -
[2016-05-07 22:04:16.987816] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:04:16.987834] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:04:16.987883] <172.16.103.57:59296>: Released r
[2016-05-07 22:04:16.987917] <172.16.103.57:59296>: Released o
[2016-05-07 22:04:16.987936] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:04:17.037133] <172.16.103.57:59296>: Released o
[2016-05-07 22:04:17.066141] <172.16.103.57:59296>: Pressed t
[2016-05-07 22:04:17.276740] <172.16.103.57:59296>: Released t
[2016-05-07 22:04:19.096642] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:04:19.987627] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:04:37.006598] <172.16.103.57:59296>: Pressed f
[2016-05-07 22:04:37.046314] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:04:37.117792] <172.16.103.57:59296>: Released f
[2016-05-07 22:04:37.123748] <172.16.103.57:59296>: Released r
[2016-05-07 22:04:37.203675] <172.16.103.57:59296>: Pressed m
[2016-05-07 22:04:37.215076] <172.16.103.57:59296>: Pressed j
[2016-05-07 22:04:37.224302] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:04:37.258117] <172.16.103.57:59296>: Released r
[2016-05-07 22:04:37.285740] <172.16.103.57:59296>: Released m
[2016-05-07 22:04:37.290412] <172.16.103.57:59296>: Released j
[2016-05-07 22:04:38.944852] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:39.053279] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:39.134118] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:40.493412] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:40.493492] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:40.493524] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:40.545588] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:40.545669] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:40.545702] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 22:04:40.547019] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 22:04:40.942851] <172.16.103.57:59296>: Pressed <Up>
[2016-05-07 22:04:41.074312] <172.16.103.57:59296>: Released <Up>
[2016-05-07 22:04:42.862883] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:04:43.031096] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:04:45.785142] <172.16.103.57:59296>: Pressed l
[2016-05-07 22:04:45.893665] <172.16.103.57:59296>: Released l
[2016-05-07 22:04:45.996017] <172.16.103.57:59296>: Pressed s
[2016-05-07 22:04:46.163798] <172.16.103.57:59296>: Released s
[2016-05-07 22:04:46.424133] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:04:46.564220] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:04:48.336642] <172.16.103.57:59296>: Pressed c
[2016-05-07 22:04:48.434286] <172.16.103.57:59296>: Released c
[2016-05-07 22:04:48.645298] <172.16.103.57:59296>: Pressed d
[2016-05-07 22:04:48.793780] <172.16.103.57:59296>: Released d
[2016-05-07 22:04:49.011164] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:04:49.181378] <172.16.103.57:59296>: Released <Enter>
[2016-05-Opening log at 2016-05-07 20:53:43.740014
07 22:04:50.493146] <172.16.103.57:59296>: Pressed c
[2016-05-07 22:04:50.501960] <172.16.103.57:59296>: Released c
[2016-05-07 22:04:50.502028] <172.16.103.57:59296>: Pressed d
[2016-05-07 22:04:50.502052] <172.16.103.57:59296>: Released d
[2016-05-07 22:04:50.729854] <172.16.103.57:59296>: Pressed <Space>
[2016-05-07 22:04:50.875222] <172.16.103.57:59296>: Released <Space>
[2016-05-07 22:04:51.179730] <172.16.103.57:59296>: Pressed /
[2016-05-07 22:04:51.988410] <172.16.103.57:59296>: Released /
[2016-05-07 22:04:51.988477] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:04:51.988502] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:04:53.636330] <172.16.103.57:59296>: Pressed l
[2016-05-07 22:04:53.756891] <172.16.103.57:59296>: Pressed s
[2016-05-07 22:04:53.767007] <172.16.103.57:59296>: Released l
[2016-05-07 22:04:53.905022] <172.16.103.57:59296>: Released s
[2016-05-07 22:04:54.054134] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:04:54.194195] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:04:55.095059] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:55.224933] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:55.324479] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:55.434972] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:55.496100] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:55.597371] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:55.665084] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:55.765920] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:56.695734] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:56.850141] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:56.925659] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:57.056255] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:57.136993] <172.16.103.57:59296>: Pressed <Tab>
[2016-05-07 22:04:57.246428] <172.16.103.57:59296>: Released <Tab>
[2016-05-07 22:04:59.032676] <172.16.103.57:59296>: Pressed c
[2016-05-07 22:04:59.196612] <172.16.103.57:59296>: Released c
[2016-05-07 22:05:06.242040] <172.16.103.57:59296>: Pressed r
[2016-05-07 22:05:06.988185] <172.16.103.57:59296>: Released r
[2016-05-07 22:05:06.988238] <172.16.103.57:59296>: Pressed e
[2016-05-07 22:05:06.988255] <172.16.103.57:59296>: Released e
[2016-05-07 22:05:06.988270] <172.16.103.57:59296>: Pressed b
[2016-05-07 22:05:07.029921] <172.16.103.57:59296>: Released b
[2016-05-07 22:05:07.158993] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:05:07.248096] <172.16.103.57:59296>: Released o
[2016-05-07 22:05:07.326721] <172.16.103.57:59296>: Pressed o
[2016-05-07 22:05:07.416701] <172.16.103.57:59296>: Released o
[2016-05-07 22:05:07.495302] <172.16.103.57:59296>: Pressed t
[2016-05-07 22:05:07.666353] <172.16.103.57:59296>: Released t
[2016-05-07 22:05:07.705505] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:05:07.796474] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:05:10.080006] <172.16.103.57:59296>: Pressed b
[2016-05-07 22:05:10.228862] <172.16.103.57:59296>: Released b
[2016-05-07 22:05:10.990102] <172.16.103.57:59296>: Pressed a
[2016-05-07 22:05:10.990154] <172.16.103.57:59296>: Released a
[2016-05-07 22:05:11.490158] <172.16.103.57:59296>: Pressed s
[2016-05-07 22:05:11.491670] <172.16.103.57:59296>: Pressed h
[2016-05-07 22:05:11.491713] <172.16.103.57:59296>: Released s
[2016-05-07 22:05:11.491732] <172.16.103.57:59296>: Released h
[2016-05-07 22:05:11.491748] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 22:05:11.491763] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 22:06:55.132383] Client <127.0.0.1:58921> disconnected
Closing log at 2016-05-07 22:06:55.132929
Closing log at 2016-05-07 22:06:55.433279
Opening log at 2016-05-08 03:03:32.620072
Control server running on 31337
Data server running on 31338
[2016-05-08 03:03:39.075365] Client <127.0.0.1:60221> connected
[2016-05-08 03:03:42.530205] Client <127.0.0.1:60223> connected
[2016-05-08 03:05:27.942757] Client <172.16.103.57:60268> connected
[2016-05-08 03:05:27.953601] Client <172.16.103.57:60269> connected
[2016-05-08 03:05:27.963848] <172.16.103.57:60268>: Keylogger
[2016-05-08 03:05:27.972158] <172.16.103.57:60268>: SSID: xXSwaggernautsXx
[2016-05-08 03:05:28.028716] <172.16.103.57:60269>: Debug
[2016-05-08 03:05:28.066337] <172.16.103.57:60268>: IP Address: 192.168.137.221
[2016-05-08 03:05:28.066414] <172.16.103.57:60268>: signal strength (RSSI):-47 dBm
[2016-05-08 03:05:43.544929] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:43.545007] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:43.545039] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:43.545066] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:43.547334] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:43.547380] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:44.321444] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:44.471321] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:44.702040] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:44.860930] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:44.889824] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:45.060045] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:45.069640] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:45.177332] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:45.207590] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:45.307240] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:45.317534] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:45.395615] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:45.454733] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:45.565235] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:45.604205] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:45.753590] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:45.773242] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:45.924763] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:45.942737] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:46.074555] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:46.093893] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:46.235660] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:46.243745] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:46.382051] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:46.432884] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:46.561232] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:46.641046] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:46.810936] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:46.830852] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:46.981271] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:46.991777] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:47.128711] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:47.147642] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:47.279209] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:47.288080] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:47.448950] <172.16.103.57:60269>: Pressed u
[2016-05-08 03:05:48.504378] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:50.038663] <172.16.103.57:60269>: Released u
[2016-05-08 03:05:50.038742] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:50.038774] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:50.038801] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:50.038923] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:50.295777] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:50.304312] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:50.324395] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:50.334387] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:50.793646] <172.16.103.57:60269>: Pressed e
[2016-05-08 03:05:50.842717] <172.16.103.57:60269>: Released e
[2016-05-08 03:05:51.222332] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:51.242007] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:51.661634] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:51.872216] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:51.879950] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:52.061865] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:52.071555] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:52.270913] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:52.280706] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:52.479795] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:53.160428] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:53.369933] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:54.539874] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:54.539954] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:54.539986] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:54.540012] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:54.540038] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:54.540167] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:55.542308] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:55.542395] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:55.542503] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:55.542538] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:55.542565] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:55.542593] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:55.571558] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:55.590376] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:55.601373] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:55.738410] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:55.888104] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:56.076923] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:56.227321] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:56.437077] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:56.476838] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:56.688456] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:56.746275] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:56.935793] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:56.956772] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:57.105953] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:57.125878] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:57.315906] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:57.344588] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:57.445760] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:57.483428] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:57.632935] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:57.692978] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:57.783481] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:58.542905] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:58.542985] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:58.544493] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:58.544623] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:58.544693] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:58.544726] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:58.568611] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:58.585175] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:59.539894] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:59.539973] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:59.540008] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:59.540035] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:05:59.540071] <172.16.103.57:60269>: Released j
[2016-05-08 03:05:59.540111] <172.16.103.57:60269>: Released d
[2016-05-08 03:05:59.544932] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:05:59.580664] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:00.542076] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:00.542154] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:00.542223] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:00.542260] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:00.546225] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:00.546263] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:00.569502] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:00.589476] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:00.600147] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:00.698195] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:00.718130] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:00.868105] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:00.907222] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:01.057143] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:01.094865] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:01.224647] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:01.244409] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:01.413605] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:01.433419] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:01.583583] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:01.602601] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:01.791558] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:01.804503] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:01.980615] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:01.990991] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:02.169327] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:03.040087] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:03.040166] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:03.040198] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:03.040251] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:03.040285] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:03.040376] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:03.082515] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:03.252006] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:03.272768] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:03.422696] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:03.443021] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:03.590934] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:03.630633] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:03.749902] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:03.800612] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:03.920911] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:03.970640] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:04.089801] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:04.138978] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:04.278547] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:04.298056] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:04.427502] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:04.448368] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:04.617744] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:05.540188] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:05.540269] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:05.540319] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:05.540347] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:05.540385] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:05.540413] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:05.566759] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:05.694420] <172.16.103.57:60269>: Released d
[2016-05-08 03:06:05.753785] <172.16.103.57:60269>: Pressed j
[2016-05-08 03:06:05.993249] <172.16.103.57:60269>: Released j
[2016-05-08 03:06:06.012831] <172.16.103.57:60269>: Pressed d
[2016-05-08 03:06:06.202252] <172.16.103.57:60269>: Released d
